ID	item	cosine_similarity(filler,prototype)
331	congressman@N@NSUBJ deliver@V@ROOT speech@N@OBL	0.5086025242355988
332	representative@N@NSUBJ give@V@ROOT address@N@OBJ	0.45944275555591196
333	address@N@NSUBJ give@V@ROOT representative@N@OBJ	0.3306632409025505
334	address@N@NSUBJ give@V@ROOT representative@N@OBL	0.40759628297758177
335	representative@N@NSUBJ give@V@ROOT address@N@OBL	0.32773291071567745
336	sheriff@N@NSUBJ inspect@V@ROOT estate@N@OBJ	0.44896826191052
337	estate@N@NSUBJ inspect@V@ROOT sheriff@N@OBJ	0.4959034962722264
338	estate@N@NSUBJ inspect@V@ROOT sheriff@N@OBL	0.41375249660267255
339	sheriff@N@NSUBJ inspect@V@ROOT estate@N@OBL	0.49483327445912273
340	constable@N@NSUBJ examine@V@ROOT property@N@OBJ	0.4463457883909736
341	property@N@NSUBJ examine@V@ROOT constable@N@OBJ	0.3997693496887287
342	property@N@NSUBJ examine@V@ROOT constable@N@OBL	0.5450968633857509
343	constable@N@NSUBJ examine@V@ROOT property@N@OBL	0.3822924961167884
344	celebrity@N@NSUBJ sign@V@ROOT photograph@N@OBJ	0.4690364266815288
345	photograph@N@NSUBJ sign@V@ROOT celebrity@N@OBJ	0.37445983797079796
346	photograph@N@NSUBJ sign@V@ROOT celebrity@N@OBL	0.5432097730845054
347	celebrity@N@NSUBJ sign@V@ROOT photograph@N@OBL	0.3324320975173116
348	star@N@NSUBJ autograph@V@ROOT picture@N@OBJ	0.6884610584129421
349	picture@N@NSUBJ autograph@V@ROOT star@N@OBJ	0.4678224044398187
350	picture@N@NSUBJ autograph@V@ROOT star@N@OBL	0.5984418879399952
351	star@N@NSUBJ autograph@V@ROOT picture@N@OBL	0.5614155164389221
352	nanny@N@NSUBJ tutor@V@ROOT boy@N@OBJ	0.5803378583253088
353	boy@N@NSUBJ tutor@V@ROOT nanny@N@OBJ	0.49743017822055546
354	boy@N@NSUBJ tutor@V@ROOT nanny@N@OBL	0.5923703708348858
355	nanny@N@NSUBJ tutor@V@ROOT boy@N@OBL	0.5924020934345755
356	governess@N@NSUBJ instruct@V@ROOT lad@N@OBJ	0.6775554309362102
357	lad@N@NSUBJ instruct@V@ROOT governess@N@OBJ	0.5024821575188086
358	lad@N@NSUBJ instruct@V@ROOT governess@N@OBL	0.3943274710297995
359	governess@N@NSUBJ instruct@V@ROOT lad@N@OBL	0.3534143350374097
360	blackmailer@N@NSUBJ threaten@V@ROOT senator@N@OBJ	0.45596619398300997
361	senator@N@NSUBJ threaten@V@ROOT blackmailer@N@OBJ	0.3838144328382711
362	senator@N@NSUBJ threaten@V@ROOT blackmailer@N@OBL	0.3030013724465357
363	blackmailer@N@NSUBJ threaten@V@ROOT senator@N@OBL	0.3902256982006773
364	extortionist@N@NSUBJ menace@V@ROOT legislator@N@OBJ	0.3901956757851316
365	legislator@N@NSUBJ menace@V@ROOT extortionist@N@OBJ	0.23353162176247044
366	legislator@N@NSUBJ menace@V@ROOT extortionist@N@OBL	0.3968708358950791
367	extortionist@N@NSUBJ menace@V@ROOT legislator@N@OBL	0.49759438423387015
368	artist@N@NSUBJ portray@V@ROOT philosopher@N@OBJ	0.48680185895185546
369	philosopher@N@NSUBJ portray@V@ROOT artist@N@OBJ	0.5232168132792875
370	philosopher@N@NSUBJ portray@V@ROOT artist@N@OBL	0.6345045395155041
371	artist@N@NSUBJ portray@V@ROOT philosopher@N@OBL	0.5462538063031898
372	painter@N@NSUBJ depict@V@ROOT thinker@N@OBJ	0.5217103378019712
373	thinker@N@NSUBJ depict@V@ROOT painter@N@OBJ	0.5262056524734253
374	thinker@N@NSUBJ depict@V@ROOT painter@N@OBL	0.6574962778708658
375	painter@N@NSUBJ depict@V@ROOT thinker@N@OBL	0.46502996215473313
376	mechanic@N@NSUBJ berate@V@ROOT intern@N@OBJ	0.32236660417941
377	intern@N@NSUBJ berate@V@ROOT mechanic@N@OBJ	0.4225917182334835
378	intern@N@NSUBJ berate@V@ROOT mechanic@N@OBL	0.548825688250358
379	mechanic@N@NSUBJ berate@V@ROOT intern@N@OBL	0.46216930247019716
380	technician@N@NSUBJ rebuke@V@ROOT aide@N@OBJ	0.536969069699464
381	aide@N@NSUBJ rebuke@V@ROOT technician@N@OBJ	0.44150597796842983
382	aide@N@NSUBJ rebuke@V@ROOT technician@N@OBL	0.5144386145025058
383	technician@N@NSUBJ rebuke@V@ROOT aide@N@OBL	0.6267891641579953
384	fairy@N@NSUBJ enchant@V@ROOT troll@N@OBJ	0.5288318519634577
385	troll@N@NSUBJ enchant@V@ROOT fairy@N@OBJ	0.5519504304624048
386	troll@N@NSUBJ enchant@V@ROOT fairy@N@OBL	0.3392814612427104
387	fairy@N@NSUBJ enchant@V@ROOT troll@N@OBL	0.49848650554152596
388	pixie@N@NSUBJ mesmerize@V@ROOT ogre@N@OBJ	0.5230708731191693
389	ogre@N@NSUBJ mesmerize@V@ROOT pixie@N@OBJ	0.46594142315402154
390	ogre@N@NSUBJ mesmerize@V@ROOT pixie@N@OBL	0.37886404590441236
391	pixie@N@NSUBJ mesmerize@V@ROOT ogre@N@OBL	0.47792427112913405
392	orderly@N@NSUBJ assist@V@ROOT dentist@N@OBJ	0.5517038673308788
393	dentist@N@NSUBJ assist@V@ROOT orderly@N@OBJ	0.33686620431222636
394	dentist@N@NSUBJ assist@V@ROOT orderly@N@OBL	0.24508309847448428
395	orderly@N@NSUBJ assist@V@ROOT dentist@N@OBL	0.5283574735603691
396	nurse@N@NSUBJ help@V@ROOT orthodontist@N@OBJ	0.36502238300683554
397	orthodontist@N@NSUBJ help@V@ROOT nurse@N@OBJ	0.6428244497253622
398	orthodontist@N@NSUBJ help@V@ROOT nurse@N@OBL	0.4174372569806135
399	nurse@N@NSUBJ help@V@ROOT orthodontist@N@OBL	0.319957672935018
400	owner@N@NSUBJ evict@V@ROOT tenant@N@OBJ	0.5981489433446202
401	tenant@N@NSUBJ evict@V@ROOT owner@N@OBJ	0.5886883453688866
402	tenant@N@NSUBJ evict@V@ROOT owner@N@OBL	0.6753796660396593
403	owner@N@NSUBJ evict@V@ROOT tenant@N@OBL	0.484940201872503
404	critic@N@NSUBJ attack@V@ROOT conservative@N@OBJ	0.34876598643522994
405	conservative@N@NSUBJ attack@V@ROOT critic@N@OBJ	0.5434968184035309
406	conservative@N@NSUBJ attack@V@ROOT critic@N@OBL	0.5652724132707637
407	critic@N@NSUBJ attack@V@ROOT conservative@N@OBL	0.43227719488209826
408	reviewer@N@NSUBJ criticize@V@ROOT winger@N@OBJ	0.4666009096872503
409	winger@N@NSUBJ criticize@V@ROOT reviewer@N@OBJ	0.4335541438270545
410	winger@N@NSUBJ criticize@V@ROOT reviewer@N@OBL	0.4790534331422669
411	reviewer@N@NSUBJ criticize@V@ROOT winger@N@OBL	0.3988649225449794
412	admirer@N@NSUBJ badger@V@ROOT director@N@OBJ	0.44567469046954633
413	director@N@NSUBJ badger@V@ROOT admirer@N@OBJ	0.575786150968606
414	director@N@NSUBJ badger@V@ROOT admirer@N@OBL	0.6203531918367475
415	admirer@N@NSUBJ badger@V@ROOT director@N@OBL	0.5103844861559724
416	fan@N@NSUBJ pester@V@ROOT filmmaker@N@OBJ	0.44717577168756506
417	filmmaker@N@NSUBJ pester@V@ROOT fan@N@OBJ	0.4594103575903983
418	filmmaker@N@NSUBJ pester@V@ROOT fan@N@OBL	0.6468282277918362
419	fan@N@NSUBJ pester@V@ROOT filmmaker@N@OBL	0.5052536882024958
420	paramedic@N@NSUBJ revive@V@ROOT youth@N@OBJ	0.4991026870757198
421	youth@N@NSUBJ revive@V@ROOT paramedic@N@OBJ	0.1831866001300071
422	youth@N@NSUBJ revive@V@ROOT paramedic@N@OBL	0.605355241186847
423	paramedic@N@NSUBJ revive@V@ROOT youth@N@OBL	0.24720284709478724
424	emt@N@NSUBJ resuscitate@V@ROOT youngster@N@OBJ	0.5647163131059907
425	youngster@N@NSUBJ resuscitate@V@ROOT emt@N@OBJ	0.1901748516481372
426	youngster@N@NSUBJ resuscitate@V@ROOT emt@N@OBL	0.2978929629191167
427	emt@N@NSUBJ resuscitate@V@ROOT youngster@N@OBL	0.37762708176717874
428	prankster@N@NSUBJ dupe@V@ROOT marketer@N@OBJ	0.4834607857314477
429	marketer@N@NSUBJ dupe@V@ROOT prankster@N@OBJ	0.4190339248724586
430	marketer@N@NSUBJ dupe@V@ROOT prankster@N@OBL	0.32624987642373326
431	prankster@N@NSUBJ dupe@V@ROOT marketer@N@OBL	0.5266517105980565
432	joker@N@NSUBJ trick@V@ROOT distributor@N@OBJ	0.44710404039784
433	distributor@N@NSUBJ trick@V@ROOT joker@N@OBJ	0.2083740855888464
434	distributor@N@NSUBJ trick@V@ROOT joker@N@OBL	0.2946450491376402
435	joker@N@NSUBJ trick@V@ROOT distributor@N@OBL	0.40113584026354254
436	playboy@N@NSUBJ court@V@ROOT damsel@N@OBJ	0.4371483207031849
437	damsel@N@NSUBJ court@V@ROOT playboy@N@OBJ	0.4942756986762378
438	damsel@N@NSUBJ court@V@ROOT playboy@N@OBL	0.5867177238284351
439	playboy@N@NSUBJ court@V@ROOT damsel@N@OBL	0.47263187766882964
440	womanizer@N@NSUBJ woo@V@ROOT maiden@N@OBJ	0.579843351764027
441	maiden@N@NSUBJ woo@V@ROOT womanizer@N@OBJ	0.4690607513396643
442	maiden@N@NSUBJ woo@V@ROOT womanizer@N@OBL	0.529788662591713
443	womanizer@N@NSUBJ woo@V@ROOT maiden@N@OBL	0.3303147747955649
444	nomad@N@NSUBJ cherish@V@ROOT clergyman@N@OBJ	0.36590792460090404
445	clergyman@N@NSUBJ cherish@V@ROOT nomad@N@OBJ	0.4042388458667622
446	clergyman@N@NSUBJ cherish@V@ROOT nomad@N@OBL	0.5015227343857074
447	nomad@N@NSUBJ cherish@V@ROOT clergyman@N@OBL	0.6125370048043897
448	vagabond@N@NSUBJ revere@V@ROOT priest@N@OBJ	0.6849904807259622
449	priest@N@NSUBJ revere@V@ROOT vagabond@N@OBJ	0.3846114872176496
450	priest@N@NSUBJ revere@V@ROOT vagabond@N@OBL	0.3586549960965184
451	vagabond@N@NSUBJ revere@V@ROOT priest@N@OBL	0.5149949518465161
452	assassin@N@NSUBJ shoot@V@ROOT statesman@N@OBJ	0.5213710236110438
453	statesman@N@NSUBJ shoot@V@ROOT assassin@N@OBJ	0.41933047119783873
454	statesman@N@NSUBJ shoot@V@ROOT assassin@N@OBL	0.3151747685883852
455	assassin@N@NSUBJ shoot@V@ROOT statesman@N@OBL	0.5348812174728637
456	man@N@NSUBJ kill@V@ROOT politician@N@OBJ	0.5685089266226306
457	politician@N@NSUBJ kill@V@ROOT man@N@OBJ	0.5605816762048453
458	politician@N@NSUBJ kill@V@ROOT man@N@OBL	0.6477640593979642
459	man@N@NSUBJ kill@V@ROOT politician@N@OBL	0.3766885780100576
460	clerk@N@NSUBJ charge@V@ROOT person@N@OBJ	0.5731894542923538
461	person@N@NSUBJ charge@V@ROOT clerk@N@OBJ	0.4587718982518687
462	person@N@NSUBJ charge@V@ROOT clerk@N@OBL	0.3388493425854775
463	clerk@N@NSUBJ charge@V@ROOT person@N@OBL	0.49060454526798614
464	cashier@N@NSUBJ bill@V@ROOT citizen@N@OBJ	0.5495296639109003
465	citizen@N@NSUBJ bill@V@ROOT cashier@N@OBJ	0.4257405565175485
466	citizen@N@NSUBJ bill@V@ROOT cashier@N@OBL	0.2868964624431771
467	cashier@N@NSUBJ bill@V@ROOT citizen@N@OBL	0.31261085444187053
468	mediator@N@NSUBJ rescue@V@ROOT hostage@N@OBJ	0.5093602888176071
469	hostage@N@NSUBJ rescue@V@ROOT mediator@N@OBJ	0.4335730458788667
470	hostage@N@NSUBJ rescue@V@ROOT mediator@N@OBL	0.46477701334216903
471	mediator@N@NSUBJ rescue@V@ROOT hostage@N@OBL	0.3707866399628057
472	negotiator@N@NSUBJ save@V@ROOT captive@N@OBJ	0.47579577912125015
473	captive@N@NSUBJ save@V@ROOT negotiator@N@OBJ	0.4179727075967359
474	captive@N@NSUBJ save@V@ROOT negotiator@N@OBL	0.4747749116886436
475	negotiator@N@NSUBJ save@V@ROOT captive@N@OBL	0.2796690612170367
476	detective@N@NSUBJ find@V@ROOT assailant@N@OBJ	0.6372024908270637
477	assailant@N@NSUBJ find@V@ROOT detective@N@OBJ	0.4866765405128185
478	assailant@N@NSUBJ find@V@ROOT detective@N@OBL	0.42963623568974596
479	detective@N@NSUBJ find@V@ROOT assailant@N@OBL	0.4966697239073592
480	sleuth@N@NSUBJ locate@V@ROOT attacker@N@OBJ	0.413523975935117
481	attacker@N@NSUBJ locate@V@ROOT sleuth@N@OBJ	0.41023866161194755
482	attacker@N@NSUBJ locate@V@ROOT sleuth@N@OBL	0.21061450924259395
483	sleuth@N@NSUBJ locate@V@ROOT attacker@N@OBL	0.47554429509406193
484	artisan@N@NSUBJ train@V@ROOT apprentice@N@OBJ	0.4935389248187779
485	apprentice@N@NSUBJ train@V@ROOT artisan@N@OBJ	0.5301013547510504
486	apprentice@N@NSUBJ train@V@ROOT artisan@N@OBL	0.3726653045794649
487	artisan@N@NSUBJ train@V@ROOT apprentice@N@OBL	0.47728469625712666
488	craftsman@N@NSUBJ teach@V@ROOT trainee@N@OBJ	0.44836777689675467
489	trainee@N@NSUBJ teach@V@ROOT craftsman@N@OBJ	0.42922856356312933
490	trainee@N@NSUBJ teach@V@ROOT craftsman@N@OBL	0.5365167313759315
491	craftsman@N@NSUBJ teach@V@ROOT trainee@N@OBL	0.4975040806711283
492	biker@N@NSUBJ defy@V@ROOT trainer@N@OBJ	0.410746266060511
493	trainer@N@NSUBJ defy@V@ROOT biker@N@OBJ	0.39040610508548523
494	trainer@N@NSUBJ defy@V@ROOT biker@N@OBL	0.4674202604027081
495	biker@N@NSUBJ defy@V@ROOT trainer@N@OBL	0.5375035792195852
496	cyclist@N@NSUBJ disobey@V@ROOT coach@N@OBJ	0.3871867935968807
497	coach@N@NSUBJ disobey@V@ROOT cyclist@N@OBJ	0.38840544411082234
498	coach@N@NSUBJ disobey@V@ROOT cyclist@N@OBL	0.49118565453360485
499	cyclist@N@NSUBJ disobey@V@ROOT coach@N@OBL	0.5479511573078576
500	speaker@N@NSUBJ engross@V@ROOT audience@N@OBJ	0.79550256634232
501	audience@N@NSUBJ engross@V@ROOT speaker@N@OBJ	0.3551666680928467
502	audience@N@NSUBJ engross@V@ROOT speaker@N@OBL	0.17344413587930974
503	speaker@N@NSUBJ engross@V@ROOT audience@N@OBL	0.5554780469695342
504	orator@N@NSUBJ captivate@V@ROOT spectator@N@OBJ	0.596367421514336
505	spectator@N@NSUBJ captivate@V@ROOT orator@N@OBJ	0.41722915114997927
506	spectator@N@NSUBJ captivate@V@ROOT orator@N@OBL	0.4555718975520293
507	orator@N@NSUBJ captivate@V@ROOT spectator@N@OBL	0.41695979590464893
508	genius@N@NSUBJ shock@V@ROOT cousin@N@OBJ	0.5207932857780214
509	cousin@N@NSUBJ shock@V@ROOT genius@N@OBJ	0.31245855833883673
510	cousin@N@NSUBJ shock@V@ROOT genius@N@OBL	0.45445999460295483
511	genius@N@NSUBJ shock@V@ROOT cousin@N@OBL	0.45653800411186585
512	prodigy@N@NSUBJ surprise@V@ROOT relative@N@OBJ	0.3456200021321476
513	relative@N@NSUBJ surprise@V@ROOT prodigy@N@OBJ	0.46435994842023354
514	relative@N@NSUBJ surprise@V@ROOT prodigy@N@OBL	0.37499852664817857
515	prodigy@N@NSUBJ surprise@V@ROOT relative@N@OBL	0.514372459672433
516	smuggler@N@NSUBJ bribe@V@ROOT bureaucrat@N@OBJ	0.6215011534661581
517	bureaucrat@N@NSUBJ bribe@V@ROOT smuggler@N@OBJ	0.3887492117049054
518	bureaucrat@N@NSUBJ bribe@V@ROOT smuggler@N@OBL	0.44067787320915686
519	smuggler@N@NSUBJ bribe@V@ROOT bureaucrat@N@OBL	0.4993290199340983
520	amateur@N@NSUBJ irk@V@ROOT maestro@N@OBJ	0.5245231510661802
521	maestro@N@NSUBJ irk@V@ROOT amateur@N@OBJ	0.48935419063034613
522	maestro@N@NSUBJ irk@V@ROOT amateur@N@OBL	0.38244351638362883
523	amateur@N@NSUBJ irk@V@ROOT maestro@N@OBL	0.3873947478528946
524	novice@N@NSUBJ irritate@V@ROOT virtuoso@N@OBJ	0.42087266342730634
525	virtuoso@N@NSUBJ irritate@V@ROOT novice@N@OBJ	0.36905208780509513
526	virtuoso@N@NSUBJ irritate@V@ROOT novice@N@OBL	0.41396693414040797
527	novice@N@NSUBJ irritate@V@ROOT virtuoso@N@OBL	0.39687124610050417
528	lawyer@N@NSUBJ question@V@ROOT witness@N@OBJ	0.6554667069996285
529	witness@N@NSUBJ question@V@ROOT lawyer@N@OBJ	0.5730368038136433
530	witness@N@NSUBJ question@V@ROOT lawyer@N@OBL	0.7666387132761511
531	lawyer@N@NSUBJ question@V@ROOT witness@N@OBL	0.44880376505185193
532	attorney@N@NSUBJ interrogate@V@ROOT bystander@N@OBJ	0.5354092456726212
533	bystander@N@NSUBJ interrogate@V@ROOT attorney@N@OBJ	0.4948999983640585
534	bystander@N@NSUBJ interrogate@V@ROOT attorney@N@OBL	0.5769959313435697
535	attorney@N@NSUBJ interrogate@V@ROOT bystander@N@OBL	0.47290717107479185
536	singer@N@NSUBJ disappoint@V@ROOT enthusiast@N@OBJ	0.6011356250439671
537	enthusiast@N@NSUBJ disappoint@V@ROOT singer@N@OBJ	0.611864833099423
538	enthusiast@N@NSUBJ disappoint@V@ROOT singer@N@OBL	0.33363756785161236
539	singer@N@NSUBJ disappoint@V@ROOT enthusiast@N@OBL	0.40471926578844664
540	vocalist@N@NSUBJ disillusion@V@ROOT connoisseur@N@OBJ	0.5413637093408039
541	connoisseur@N@NSUBJ disillusion@V@ROOT vocalist@N@OBJ	0.33119316152149625
542	connoisseur@N@NSUBJ disillusion@V@ROOT vocalist@N@OBL	0.2910530674397678
543	vocalist@N@NSUBJ disillusion@V@ROOT connoisseur@N@OBL	0.1688099953267448
544	chauffeur@N@NSUBJ drive@V@ROOT diplomat@N@OBJ	0.46382826343773753
545	diplomat@N@NSUBJ drive@V@ROOT chauffeur@N@OBJ	0.4164206380580888
546	diplomat@N@NSUBJ drive@V@ROOT chauffeur@N@OBL	0.4354657642358515
547	chauffeur@N@NSUBJ drive@V@ROOT diplomat@N@OBL	0.48539361537280223
548	driver@N@NSUBJ transport@V@ROOT ambassador@N@OBJ	0.3990356138214717
549	ambassador@N@NSUBJ transport@V@ROOT driver@N@OBJ	0.3417378385455766
550	ambassador@N@NSUBJ transport@V@ROOT driver@N@OBL	0.5448949991363269
551	driver@N@NSUBJ transport@V@ROOT ambassador@N@OBL	0.2931180866568741
552	guard@N@NSUBJ apprehend@V@ROOT prisoner@N@OBJ	0.6642565906325276
553	prisoner@N@NSUBJ apprehend@V@ROOT guard@N@OBJ	0.492122395802034
554	prisoner@N@NSUBJ apprehend@V@ROOT guard@N@OBL	0.638198391377822
555	guard@N@NSUBJ apprehend@V@ROOT prisoner@N@OBL	0.5786170058842744
556	warden@N@NSUBJ catch@V@ROOT inmate@N@OBJ	0.4336806564765877
557	inmate@N@NSUBJ catch@V@ROOT warden@N@OBJ	0.5535325392088385
558	inmate@N@NSUBJ catch@V@ROOT warden@N@OBL	0.5434686619191441
559	warden@N@NSUBJ catch@V@ROOT inmate@N@OBL	0.419044189154977
560	tailor@N@NSUBJ costume@V@ROOT dancer@N@OBJ	0.5016316209977723
561	dancer@N@NSUBJ costume@V@ROOT tailor@N@OBJ	0.3585090814145653
562	dancer@N@NSUBJ costume@V@ROOT tailor@N@OBL	0.46928486431987615
563	tailor@N@NSUBJ costume@V@ROOT dancer@N@OBL	0.5806155825512583
564	dressmaker@N@NSUBJ attire@V@ROOT ballerina@N@OBJ	0.40402014396639974
565	ballerina@N@NSUBJ attire@V@ROOT dressmaker@N@OBJ	0.46162042028821704
566	ballerina@N@NSUBJ attire@V@ROOT dressmaker@N@OBL	0.3011658118781002
567	dressmaker@N@NSUBJ attire@V@ROOT ballerina@N@OBL	0.40402014396639974
568	principal@N@NSUBJ scold@V@ROOT child@N@OBJ	0.5579999984753314
569	child@N@NSUBJ scold@V@ROOT principal@N@OBJ	0.2780821361204272
570	child@N@NSUBJ scold@V@ROOT principal@N@OBL	0.32481333014894775
571	principal@N@NSUBJ scold@V@ROOT child@N@OBL	0.521962970257616
572	headmaster@N@NSUBJ reprimand@V@ROOT kid@N@OBJ	0.7027603085168768
573	kid@N@NSUBJ reprimand@V@ROOT headmaster@N@OBJ	0.5774580644502817
574	kid@N@NSUBJ reprimand@V@ROOT headmaster@N@OBL	0.28684583882261805
575	headmaster@N@NSUBJ reprimand@V@ROOT kid@N@OBL	0.5972388182330827
576	lord@N@NSUBJ name@V@ROOT heir@N@OBJ	0.29244072742529914
577	heir@N@NSUBJ name@V@ROOT lord@N@OBJ	0.458453502378934
578	heir@N@NSUBJ name@V@ROOT lord@N@OBL	0.4817299191974329
579	lord@N@NSUBJ name@V@ROOT heir@N@OBL	0.49794166609118995
580	baron@N@NSUBJ choose@V@ROOT successor@N@OBJ	0.6283723612283574
581	successor@N@NSUBJ choose@V@ROOT baron@N@OBJ	0.43348965254256044
582	successor@N@NSUBJ choose@V@ROOT baron@N@OBL	0.415682262388439
583	baron@N@NSUBJ choose@V@ROOT successor@N@OBL	0.3583512734402404
584	cop@N@NSUBJ restrain@V@ROOT rioter@N@OBJ	0.7843879809811818
585	rioter@N@NSUBJ restrain@V@ROOT cop@N@OBJ	0.4699491236517096
586	rioter@N@NSUBJ restrain@V@ROOT cop@N@OBL	0.6931077935276065
587	cop@N@NSUBJ restrain@V@ROOT rioter@N@OBL	0.44078236317879194
588	policeman@N@NSUBJ subdue@V@ROOT rabble-rouser@N@OBJ	0.5726231167752341
589	rabble-rouser@N@NSUBJ subdue@V@ROOT policeman@N@OBJ	0.5972290593483432
590	rabble-rouser@N@NSUBJ subdue@V@ROOT policeman@N@OBL	0.6002323247294494
591	policeman@N@NSUBJ subdue@V@ROOT rabble-rouser@N@OBL	0.42337771150872994
592	dad@N@NSUBJ coddle@V@ROOT baby@N@OBJ	0.5757787896805444
593	baby@N@NSUBJ coddle@V@ROOT dad@N@OBJ	0.33797363642868206
594	baby@N@NSUBJ coddle@V@ROOT dad@N@OBL	0.6386317207813006
595	dad@N@NSUBJ coddle@V@ROOT baby@N@OBL	0.5916897549743584
596	father@N@NSUBJ pamper@V@ROOT infant@N@OBJ	0.5962831157538094
597	infant@N@NSUBJ pamper@V@ROOT father@N@OBJ	0.44583085005401313
598	infant@N@NSUBJ pamper@V@ROOT father@N@OBL	0.5729432092721735
599	father@N@NSUBJ pamper@V@ROOT infant@N@OBL	0.4774603956330332
600	king@N@NSUBJ exile@V@ROOT rebel@N@OBJ	0.5446116158037154
601	rebel@N@NSUBJ exile@V@ROOT king@N@OBJ	0.5993901570348565
602	rebel@N@NSUBJ exile@V@ROOT king@N@OBL	0.6736261082613617
603	king@N@NSUBJ exile@V@ROOT rebel@N@OBL	0.5254713039415086
604	monarch@N@NSUBJ banish@V@ROOT insurgent@N@OBJ	0.25740410223232413
605	insurgent@N@NSUBJ banish@V@ROOT monarch@N@OBJ	0.5266715103299117
606	insurgent@N@NSUBJ banish@V@ROOT monarch@N@OBL	0.5069645060707392
607	monarch@N@NSUBJ banish@V@ROOT insurgent@N@OBL	0.49013093969526
608	thief@N@NSUBJ rob@V@ROOT manufacturer@N@OBJ	0.5377748551739576
609	manufacturer@N@NSUBJ rob@V@ROOT thief@N@OBJ	0.4929976901160982
610	manufacturer@N@NSUBJ rob@V@ROOT thief@N@OBL	0.3817595626477046
611	thief@N@NSUBJ rob@V@ROOT manufacturer@N@OBL	0.4374416453486114
612	robber@N@NSUBJ burgle@V@ROOT industrialist@N@OBJ	0.5011963045805776
613	industrialist@N@NSUBJ burgle@V@ROOT robber@N@OBJ	0.4669864390935786
614	industrialist@N@NSUBJ burgle@V@ROOT robber@N@OBL	0.33604682797236785
615	robber@N@NSUBJ burgle@V@ROOT industrialist@N@OBL	0.5542232381484683
616	pessimist@N@NSUBJ discourage@V@ROOT contestant@N@OBJ	0.34296006290671077
617	contestant@N@NSUBJ discourage@V@ROOT pessimist@N@OBJ	0.3777837142644913
618	contestant@N@NSUBJ discourage@V@ROOT pessimist@N@OBL	0.34741075407420974
619	pessimist@N@NSUBJ discourage@V@ROOT contestant@N@OBL	0.13401982729386652
620	cynic@N@NSUBJ dissuade@V@ROOT participant@N@OBJ	0.532561407382934
621	participant@N@NSUBJ dissuade@V@ROOT cynic@N@OBJ	0.5591305877653292
622	participant@N@NSUBJ dissuade@V@ROOT cynic@N@OBL	0.46881866989563226
623	cynic@N@NSUBJ dissuade@V@ROOT participant@N@OBL	0.5398248741811067
624	loudmouth@N@NSUBJ torment@V@ROOT loner@N@OBJ	0.5189357546480097
625	loner@N@NSUBJ torment@V@ROOT loudmouth@N@OBJ	0.4321024981522641
626	loner@N@NSUBJ torment@V@ROOT loudmouth@N@OBL	0.26419155588918963
627	loudmouth@N@NSUBJ torment@V@ROOT loner@N@OBL	0.5022525476629898
628	windbag@N@NSUBJ taunt@V@ROOT recluse@N@OBJ	0.4850492193870769
629	recluse@N@NSUBJ taunt@V@ROOT windbag@N@OBJ	0.33311547278343423
630	recluse@N@NSUBJ taunt@V@ROOT windbag@N@OBL	0.42639068218149156
631	windbag@N@NSUBJ taunt@V@ROOT recluse@N@OBL	0.5111884445227565
632	imitator@N@NSUBJ fool@V@ROOT investigator@N@OBJ	0.45217438302712065
633	investigator@N@NSUBJ fool@V@ROOT imitator@N@OBJ	0.2407849587282822
634	investigator@N@NSUBJ fool@V@ROOT imitator@N@OBL	0.4106544838690551
635	imitator@N@NSUBJ fool@V@ROOT investigator@N@OBL	0.37984593383809573
636	impersonator@N@NSUBJ con@V@ROOT inspector@N@OBJ	0.33129712623268126
637	inspector@N@NSUBJ con@V@ROOT impersonator@N@OBJ	0.4002546070043209
638	inspector@N@NSUBJ con@V@ROOT impersonator@N@OBL	0.5317290663856354
639	impersonator@N@NSUBJ con@V@ROOT inspector@N@OBL	0.406756448128744
640	boss@N@NSUBJ fire@V@ROOT worker@N@OBJ	0.6840149170708136
641	worker@N@NSUBJ fire@V@ROOT boss@N@OBJ	0.4260567481584261
642	worker@N@NSUBJ fire@V@ROOT boss@N@OBL	0.48360827083217206
643	boss@N@NSUBJ fire@V@ROOT worker@N@OBL	0.5610967056144938
644	pyromaniac@N@NSUBJ unnerve@V@ROOT shopkeeper@N@OBJ	0.42616462706151936
645	shopkeeper@N@NSUBJ unnerve@V@ROOT pyromaniac@N@OBJ	0.23086556395403712
646	shopkeeper@N@NSUBJ unnerve@V@ROOT pyromaniac@N@OBL	0.17111421100041502
647	pyromaniac@N@NSUBJ unnerve@V@ROOT shopkeeper@N@OBL	0.4109049320249192
648	arsonist@N@NSUBJ alarm@V@ROOT vendor@N@OBJ	0.4170349827997555
649	vendor@N@NSUBJ alarm@V@ROOT arsonist@N@OBJ	0.4412524380141767
650	vendor@N@NSUBJ alarm@V@ROOT arsonist@N@OBL	0.26770579401311534
651	arsonist@N@NSUBJ alarm@V@ROOT vendor@N@OBL	0.4050062606468259
652	professional@N@NSUBJ support@V@ROOT beginner@N@OBJ	0.4088553515162945
653	beginner@N@NSUBJ support@V@ROOT professional@N@OBJ	0.37668626935467975
654	beginner@N@NSUBJ support@V@ROOT professional@N@OBL	0.4709605856289275
655	professional@N@NSUBJ support@V@ROOT beginner@N@OBL	0.373881957414713
656	master@N@NSUBJ encourage@V@ROOT rookie@N@OBJ	0.4803535556972608
657	rookie@N@NSUBJ encourage@V@ROOT master@N@OBJ	0.43985047290972257
