ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType,agent,patient,sentence,verb
117,active,plausible,The clerk charged the elderly person.,The clerk charged the elderly person.,AAN,9.675331459,7.321849714,11.49344637,11.31460866
117,active,implausible,The elderly person charged the clerk.,The clerk charged the elderly person.,AAN,7.321849714,9.675331459,11.49344637,11.31460866
118,active,plausible,The cashier billed the senior citizen.,The cashier billed the senior citizen.,AAN,8.444837529,6.385194399,10.79330528,11.60235475
118,active,implausible,The senior citizen billed the cashier.,The cashier billed the senior citizen.,AAN,6.385194399,8.444837529,10.79330528,11.60235475
119,active,plausible,The mediator rescued the hostage.,The mediator rescued the hostage.,AAN,8.499640032,8.184513753,10.6700427,9.386392316
119,active,implausible,The hostage rescued the mediator.,The mediator rescued the hostage.,AAN,8.184513753,8.499640032,10.6700427,9.386392316
120,active,plausible,The negotiator saved the captive.,The negotiator saved the captive.,AAN,8.026496939,8.914760527,11.11167341,10.30323635
120,active,implausible,The captive saved the negotiator.,The negotiator saved the captive.,AAN,8.914760527,8.026496939,11.11167341,10.30323635
121,active,plausible,The detective found the assailant.,The detective found the assailant.,AAN,7.497761701,7.843064017,11.27877954,11.55943684
121,active,implausible,The assailant found the detective.,The detective found the assailant.,AAN,7.843064017,7.497761701,11.27877954,11.55943684
122,active,plausible,The sleuth located the attacker.,The sleuth located the attacker.,AAN,8.118207049,7.297768283,10.82167685,10.7664197
122,active,implausible,The attacker located the sleuth.,The sleuth located the attacker.,AAN,7.297768283,8.118207049,10.82167685,10.7664197
123,active,plausible,The artisan trained the apprentice.,The artisan trained the apprentice.,AAN,8.753213481,9.086249987,11.002285,11.11258222
123,active,implausible,The apprentice trained the artisan.,The artisan trained the apprentice.,AAN,9.086249987,8.753213481,11.002285,11.11258222
124,active,plausible,The craftsman taught the trainee.,The craftsman taught the trainee.,AAN,7.913521017,7.490529402,10.78022495,9.003439196
124,active,implausible,The trainee taught the craftsman.,The craftsman taught the trainee.,AAN,7.490529402,7.913521017,10.78022495,9.003439196
125,active,plausible,The biker defied the trainer.,The biker defied the trainer.,AAN,6.886531643,7.709756864,10.1490728,12.15634654
125,active,implausible,The trainer defied the biker.,The biker defied the trainer.,AAN,7.709756864,6.886531643,10.1490728,12.15634654
126,active,plausible,The cyclist disobeyed the coach.,The cyclist disobeyed the coach.,AAN,6.728628613,9.954180667,10.56791543,8.697345731
126,active,implausible,The coach disobeyed the cyclist.,The cyclist disobeyed the coach.,AAN,9.954180667,6.728628613,10.56791543,8.697345731
127,active,plausible,The speaker engrossed the audience.,The speaker engrossed the audience.,AAN,9.269646478,9.923094082,11.11721977,8.952734767
127,active,implausible,The audience engrossed the speaker.,The speaker engrossed the audience.,AAN,9.923094082,9.269646478,11.11721977,8.952734767
128,active,plausible,The orator captivated the spectators.,The orator captivated the spectators.,AAN,10.0419443,8.210668031,10.89664289,10.32259255
128,active,implausible,The spectators captivated the orator.,The orator captivated the spectators.,AAN,8.210668031,10.0419443,10.89664289,10.32259255
129,active,plausible,The genius shocked the cousin.,The genius shocked the cousin.,AAN,9.065661361,9.282568006,10.95270454,9.961473402
129,active,implausible,The cousin shocked the genius.,The genius shocked the cousin.,AAN,9.282568006,9.065661361,10.95270454,9.961473402
130,active,plausible,The prodigy surprised the relative.,The prodigy surprised the relative.,AAN,7.163946684,9.851615143,10.82111786,9.957028319
130,active,implausible,The relative surprised the prodigy.,The prodigy surprised the relative.,AAN,9.851615143,7.163946684,10.82111786,9.957028319
131,active,plausible,The smuggler bribed the bureaucrat.,The smuggler bribed the bureaucrat.,AAN,7.401841579,8.852664928,10.42666721,9.034438167
131,active,implausible,The bureaucrat bribed the smuggler.,The smuggler bribed the bureaucrat.,AAN,8.852664928,7.401841579,10.42666721,9.034438167
132,active,plausible,The amateur irked the maestro.,The amateur irked the maestro.,AAN,8.395251521,7.866722285,10.40906491,9.427948632
132,active,implausible,The maestro irked the amateur.,The amateur irked the maestro.,AAN,7.866722285,8.395251521,10.40906491,9.427948632
133,active,plausible,The novice irritated the virtuoso.,The novice irritated the virtuoso.,AAN,8.034955025,7.981733287,10.52696035,10.52988043
133,active,implausible,The virtuoso irritated the novice.,The novice irritated the virtuoso.,AAN,7.981733287,8.034955025,10.52696035,10.52988043
134,active,plausible,The lawyer questioned the witness.,The lawyer questioned the witness.,AAN,9.773606632,10.53286925,11.73586099,11.42720416
134,active,implausible,The witness questioned the lawyer.,The lawyer questioned the witness.,AAN,10.53286925,9.773606632,11.73586099,11.42720416
135,active,plausible,The attorney interrogated the bystander.,The attorney interrogated the bystander.,AAN,9.70454869,7.643482907,10.75305908,10.57757933
135,active,implausible,The bystander interrogated the attorney.,The attorney interrogated the bystander.,AAN,7.643482907,9.70454869,10.75305908,10.57757933
136,active,plausible,The singer disappointed the enthusiast.,The singer disappointed the enthusiast.,AAN,8.385716829,8.899730795,10.94371961,9.38555339
136,active,implausible,The enthusiast disappointed the singer.,The singer disappointed the enthusiast.,AAN,8.899730795,8.385716829,10.94371961,9.38555339
137,active,plausible,The vocalist disillusioned the connoisseur.,The vocalist disillusioned the connoisseur.,AAN,7.199678346,7.993619995,10.24930975,8.681859813
137,active,implausible,The connoisseur disillusioned the vocalist.,The vocalist disillusioned the connoisseur.,AAN,7.993619995,7.199678346,10.24930975,8.681859813
138,active,plausible,The chauffeur drove the diplomat.,The chauffeur drove the diplomat.,AAN,7.562161631,9.834887461,11.045798,8.338305731
138,active,implausible,The diplomat drove the chauffeur.,The chauffeur drove the diplomat.,AAN,9.834887461,7.562161631,11.045798,8.338305731
139,active,plausible,The driver transported the ambassador.,The driver transported the ambassador.,AAN,8.876404915,8.674880467,10.84362246,10.6972264
139,active,implausible,The ambassador transported the driver.,The driver transported the ambassador.,AAN,8.674880467,8.876404915,10.84362246,10.6972264
140,active,plausible,The guard apprehended the prisoner.,The guard apprehended the prisoner.,AAN,11.07621734,9.916798567,11.62954149,9.527629789
140,active,implausible,The prisoner apprehended the guard.,The guard apprehended the prisoner.,AAN,9.916798567,11.07621734,11.62954149,9.527629789
141,active,plausible,The warden caught the inmate.,The warden caught the inmate.,AAN,8.328934042,8.602453035,10.92379505,8.193953024
141,active,implausible,The inmate caught the warden.,The warden caught the inmate.,AAN,8.602453035,8.328934042,10.92379505,8.193953024
142,active,plausible,The tailor costumed the dancer.,The tailor costumed the dancer.,AAN,9.1372319,8.058960018,10.60918695,9.441372725
142,active,implausible,The dancer costumed the tailor.,The tailor costumed the dancer.,AAN,8.058960018,9.1372319,10.60918695,9.441372725
143,active,plausible,The dressmaker attired the ballerina.,The dressmaker attired the ballerina.,AAN,7.171656823,6.839476438,10.03434504,9.410747396
143,active,implausible,The ballerina attired the dressmaker.,The dressmaker attired the ballerina.,AAN,6.839476438,7.171656823,10.03434504,9.410747396
144,active,plausible,The principal scolded the child.,The principal scolded the child.,AAN,10.43122929,12.02586884,11.68055645,8.856233556
144,active,implausible,The child scolded the principal.,The principal scolded the child.,AAN,12.02586884,10.43122929,11.68055645,8.856233556
145,active,plausible,The headmaster reprimanded the kid.,The headmaster reprimanded the kid.,AAN,7.277938573,10.73539618,10.80815175,8.351846739
145,active,implausible,The kid reprimanded the headmaster.,The headmaster reprimanded the kid.,AAN,10.73539618,7.277938573,10.80815175,8.351846739
146,active,plausible,The lord named the heir.,The lord named the heir.,AAN,10.68363778,10.3745219,11.92369915,11.5163496
146,active,implausible,The heir named the lord.,The lord named the heir.,AAN,10.3745219,10.68363778,11.92369915,11.5163496
147,active,plausible,The baron chose the successor.,The baron chose the successor.,AAN,9.883488906,9.846440897,11.77555149,9.654192512
147,active,implausible,The successor chose the baron.,The baron chose the successor.,AAN,9.846440897,9.883488906,11.77555149,9.654192512
148,active,plausible,The cop restrained the rioter.,The cop restrained the rioter.,AAN,12.48407174,7.455298486,11.42383354,9.829733364
148,active,implausible,The rioter restrained the cop.,The cop restrained the rioter.,AAN,7.455298486,12.48407174,11.42383354,9.829733364
149,active,plausible,The policeman subdued the rabble-rouser.,The policeman subdued the rabble-rouser.,AAN,7.235619141,0,8.882439494,10.03020831
149,active,implausible,The rabble-rouser subdued the policeman.,The policeman subdued the rabble-rouser.,AAN,0,7.235619141,8.882439494,10.03020831
150,active,plausible,The dad coddled the baby.,The dad coddled the baby.,AAN,10.40906945,10.26042746,11.32017674,8.198089249
150,active,implausible,The baby coddled the dad.,The dad coddled the baby.,AAN,10.26042746,10.40906945,11.32017674,8.198089249
151,active,plausible,The father pampered the infant.,The father pampered the infant.,AAN,10.96427682,10.84900694,11.59553705,8.647519453
151,active,implausible,The infant pampered the father.,The father pampered the infant.,AAN,10.84900694,10.96427682,11.59553705,8.647519453
152,active,plausible,The king exiled the rebel.,The king exiled the rebel.,AAN,11.5066961,10.71045437,11.7928512,10.30202875
152,active,implausible,The rebel exiled the king.,The king exiled the rebel.,AAN,10.71045437,11.5066961,11.7928512,10.30202875
153,active,plausible,The monarch banished the insurgent.,The monarch banished the insurgent.,AAN,10.40710728,8.46884293,11.15342938,9.381600981
153,active,implausible,The insurgent banished the monarch.,The monarch banished the insurgent.,AAN,8.46884293,10.40710728,11.15342938,9.381600981
154,active,plausible,The thief robbed the manufacturer.,The thief robbed the manufacturer.,AAN,8.50167338,9.474549088,10.82634247,11.66282713
154,active,implausible,The manufacturer robbed the thief.,The thief robbed the manufacturer.,AAN,9.474549088,8.50167338,10.82634247,11.66282713
155,active,plausible,The robber burgled the industrialist.,The robber burgled the industrialist.,AAN,9.248695326,7.206377291,10.37244216,9.287116211
155,active,implausible,The industrialist burgled the robber.,The robber burgled the industrialist.,AAN,7.206377291,9.248695326,10.37244216,9.287116211
156,active,plausible,The pessimist discouraged the contestant.,The pessimist discouraged the contestant.,AAN,8.057694195,7.180831199,10.51299361,9.221972456
156,active,implausible,The contestant discouraged the pessimist.,The pessimist discouraged the contestant.,AAN,7.180831199,8.057694195,10.51299361,9.221972456
157,active,plausible,The cynic dissuaded the participant.,The cynic dissuaded the participant.,AAN,8.519590316,9.342333081,10.7538035,8.497806478
157,active,implausible,The participant dissuaded the cynic.,The cynic dissuaded the participant.,AAN,9.342333081,8.519590316,10.7538035,8.497806478
158,active,plausible,The loudmouth tormented the loner.,The loudmouth tormented the loner.,AAN,7.029972912,7.77569575,10.32475876,10.04594152
158,active,implausible,The loner tormented the loudmouth.,The loudmouth tormented the loner.,AAN,7.77569575,7.029972912,10.32475876,10.04594152
159,active,plausible,The windbag taunted the recluse.,The windbag taunted the recluse.,AAN,6.975413927,7.684783944,10.09092376,8.792245847
159,active,implausible,The recluse taunted the windbag.,The windbag taunted the recluse.,AAN,7.684783944,6.975413927,10.09092376,8.792245847
160,active,plausible,The imitator fooled the investigator.,The imitator fooled the investigator.,AAN,8.290543501,9.607101039,10.7727252,10.48111164
160,active,implausible,The investigator fooled the imitator.,The imitator fooled the investigator.,AAN,9.607101039,8.290543501,10.7727252,10.48111164
161,active,plausible,The impersonator conned the inspector.,The impersonator conned the inspector.,AAN,6.688354714,8.617762246,10.31249633,15.73888218
161,active,implausible,The inspector conned the impersonator.,The impersonator conned the inspector.,AAN,8.617762246,6.688354714,10.31249633,15.73888218
162,active,plausible,The boss fired the worker.,The boss fired the worker.,AAN,9.850350454,11.12710121,11.88218599,11.95900775
162,active,implausible,The worker fired the boss.,The boss fired the worker.,AAN,11.12710121,9.850350454,11.88218599,11.95900775
163,active,plausible,The pyromaniac unnerved the shopkeeper.,The pyromaniac unnerved the shopkeeper.,AAN,6.612041035,7.477604243,10.01081599,8.098642844
163,active,implausible,The shopkeeper unnerved the pyromaniac.,The pyromaniac unnerved the shopkeeper.,AAN,7.477604243,6.612041035,10.01081599,8.098642844
164,active,plausible,The arsonist alarmed the vendor.,The arsonist alarmed the vendor.,AAN,6.336825731,8.379079889,10.30375063,9.87904116
164,active,implausible,The vendor alarmed the arsonist.,The arsonist alarmed the vendor.,AAN,8.379079889,6.336825731,10.30375063,9.87904116
165,active,plausible,The professional supported the beginner.,The professional supported the beginner.,AAN,9.66453215,7.685243608,11.05670141,11.0355185
165,active,implausible,The beginner supported the professional.,The professional supported the beginner.,AAN,7.685243608,9.66453215,11.05670141,11.0355185
166,active,plausible,The master encouraged the rookie.,The master encouraged the rookie.,AAN,11.14348366,6.342121419,11.05445787,10.0416395
166,active,implausible,The rookie encouraged the master.,The master encouraged the rookie.,AAN,6.342121419,11.14348366,11.05445787,10.0416395
167,active,plausible,The magician hypnotized the crowd.,The magician hypnotized the crowd.,AAN,8.033009499,9.76663637,10.76743857,9.425290448
167,active,implausible,The crowd hypnotized the magician.,The magician hypnotized the crowd.,AAN,9.76663637,8.033009499,10.76743857,9.425290448
168,active,plausible,The illusionist entranced the viewers.,The illusionist entranced the viewers.,AAN,7.215975003,7.513709248,10.2791488,9.382274836
168,active,implausible,The viewers entranced the illusionist.,The illusionist entranced the viewers.,AAN,7.513709248,7.215975003,10.2791488,9.382274836
169,active,plausible,The businessman employed the expert.,The businessman employed the expert.,AAN,7.118016204,10.18930539,11.3328286,11.78830467
169,active,implausible,The expert employed the businessman.,The businessman employed the expert.,AAN,10.18930539,7.118016204,11.3328286,11.78830467
170,active,plausible,The entrepreneur hired the specialist.,The entrepreneur hired the specialist.,AAN,8.66302364,8.745284482,10.97077093,9.553575404
170,active,implausible,The specialist hired the entrepreneur.,The entrepreneur hired the specialist.,AAN,8.745284482,8.66302364,10.97077093,9.553575404
171,active,plausible,The terrorist petrified the first lady.,The terrorist petrified the first lady.,AAN,8.062117583,6.289715571,10.97102998,8.334471555
171,active,implausible,The first lady petrified the terrorist.,The terrorist petrified the first lady.,AAN,6.289715571,8.062117583,10.97102998,8.334471555
172,active,plausible,The hijacker terrified the president's wife.,The hijacker terrified the president's wife.,AAN,6.285998095,0,9.691233137,9.158415299
172,active,implausible,The president's wife terrified the hijacker.,The hijacker terrified the president's wife.,AAN,0,6.285998095,9.691233137,9.158415299
173,active,plausible,The judge praised the gold medalist.,The judge praised the gold medalist.,AAN,10.60042753,6.242223265,11.0146071,10.19342957
173,active,implausible,The gold medalist praised the judge.,The judge praised the gold medalist.,AAN,6.242223265,10.60042753,11.0146071,10.19342957
174,active,plausible,The panelist congratulated the winner.,The panelist congratulated the winner.,AAN,6.023447593,7.774855767,9.946257778,9.292749508
174,active,implausible,The winner congratulated the panelist.,The panelist congratulated the winner.,AAN,7.774855767,6.023447593,9.946257778,9.292749508
175,active,plausible,The liar emulated the victor.,The liar emulated the victor.,AAN,9.994880981,10.77469723,11.31858686,10.18372952
175,active,implausible,The victor emulated the liar.,The liar emulated the victor.,AAN,10.77469723,9.994880981,11.31858686,10.18372952
176,active,plausible,The deceiver imitated the conqueror.,The deceiver imitated the conqueror.,AAN,7.593374193,8.598404447,10.53384075,11.00589264
176,active,implausible,The conqueror imitated the deceiver.,The deceiver imitated the conqueror.,AAN,8.598404447,7.593374193,10.53384075,11.00589264
177,active,plausible,The environmentalist cautioned the tobacconist.,The environmentalist cautioned the tobacconist.,AAN,6.943122423,7.147559271,9.966471945,9.401373869
177,active,implausible,The tobacconist cautioned the environmentalist.,The environmentalist cautioned the tobacconist.,AAN,7.147559271,6.943122423,9.966471945,9.401373869
178,active,plausible,The ecologist warned the cigar-maker.,The ecologist warned the cigar-maker.,AAN,7.188412736,0,8.881033597,10.23127937
178,active,implausible,The cigar-maker warned the ecologist.,The ecologist warned the cigar-maker.,AAN,0,7.188412736,8.881033597,10.23127937
179,active,plausible,The peasant idolized the ancestors.,The peasant idolized his ancestors.,AAN,9.941650014,8.892886141,10.97034672,10.6361679
179,active,implausible,The ancestors idolized the peasant.,The peasant idolized his ancestors.,AAN,8.892886141,9.941650014,10.97034672,10.6361679
180,active,plausible,The serf worshipped the forefathers.,The serf worshipped his forefathers.,AAN,9.005159521,7.368339686,10.65440439,10.4630462
180,active,implausible,The forefathers worshipped the serf.,The serf worshipped his forefathers.,AAN,7.368339686,9.005159521,10.65440439,10.4630462
181,active,plausible,The alcoholic hassled the guest.,The alcoholic hassled the guest.,AAN,7.923348212,9.774346508,10.47796538,7.818027939
181,active,implausible,The guest hassled the alcoholic.,The alcoholic hassled the guest.,AAN,9.774346508,7.923348212,10.47796538,7.818027939
182,active,plausible,The drunk bothered the visitor.,The drunk bothered the visitor.,AAN,9.980494889,8.883778861,10.88199962,8.750841375
182,active,implausible,The visitor bothered the drunk.,The drunk bothered the visitor.,AAN,8.883778861,9.980494889,10.88199962,8.750841375
183,active,plausible,The commentator vexed the athlete.,The commentator vexed the athlete.,AAR,8.836373931,7.987864096,10.76234941,10.62079062
183,active,plausible,The athlete vexed the commentator.,The commentator vexed the athlete.,AAR,7.987864096,8.836373931,10.76234941,10.62079062
184,active,plausible,The sportscaster peeved the jock.,The sportscaster peeved the jock.,AAR,6.107022888,9.202207389,10.179738,8.565983356
184,active,plausible,The jock peeved the sportscaster.,The sportscaster peeved the jock.,AAR,9.202207389,6.107022888,10.179738,8.565983356
185,active,plausible,The preacher hugged the churchgoer.,The preacher hugged the churchgoer.,AAR,8.896451207,6.588926478,10.29844859,10.12695105
185,active,plausible,The churchgoer hugged the preacher.,The preacher hugged the churchgoer.,AAR,6.588926478,8.896451207,10.29844859,10.12695105
186,active,plausible,The pastor embraced the parishioner.,The pastor embraced the parishioner.,AAR,10.29630637,7.740664402,10.89045282,9.52544304
186,active,plausible,The parishioner embraced the pastor.,The pastor embraced the parishioner.,AAR,7.740664402,10.29630637,10.89045282,9.52544304
187,active,plausible,The maniac mocked the clown.,The maniac mocked the clown.,AAR,8.149023868,9.165656764,10.73753432,10.19114462
187,active,plausible,The clown mocked the maniac.,The maniac mocked the clown.,AAR,9.165656764,8.149023868,10.73753432,10.19114462
188,active,plausible,The lunatic ridiculed the jester.,The lunatic ridiculed the jester.,AAR,8.556221578,7.579167967,10.50064464,9.824985324
188,active,plausible,The jester ridiculed the lunatic.,The lunatic ridiculed the jester.,AAR,7.579167967,8.556221578,10.50064464,9.824985324
189,active,plausible,The archivist contacted the inventor.,The archivist contacted the inventor.,AAR,7.776115477,9.611931319,10.66163408,10.0762637
189,active,plausible,The inventor contacted the archivist.,The archivist contacted the inventor.,AAR,9.611931319,7.776115477,10.66163408,10.0762637
190,active,plausible,The historian approached the innovator.,The historian approached the innovator.,AAR,9.516427036,7.492203043,10.82083344,10.57057306
190,active,plausible,The innovator approached the historian.,The historian approached the innovator.,AAR,7.492203043,9.516427036,10.82083344,10.57057306
191,active,plausible,The janitor called the landscaper.,The janitor called the landscaper.,AAR,8.053251154,6.336825731,10.70660335,11.93756555
191,active,plausible,The landscaper called the janitor.,The janitor called the landscaper.,AAR,6.336825731,8.053251154,10.70660335,11.93756555
192,active,plausible,The custodian phoned the gardener.,The custodian phoned the gardener.,AAR,7.952615112,7.54009032,10.13398407,9.827793708
192,active,plausible,The gardener phoned the custodian.,The custodian phoned the gardener.,AAR,7.54009032,7.952615112,10.13398407,9.827793708
193,active,plausible,The drummer annoyed the weatherman.,The drummer annoyed the weatherman.,AAR,7.803026644,5.926926026,10.02586822,9.503532238
193,active,plausible,The weatherman annoyed the drummer.,The drummer annoyed the weatherman.,AAR,5.926926026,7.803026644,10.02586822,9.503532238
194,active,plausible,The percussionist displeased the meteorologist.,The percussionist displeased the meteorologist.,AAR,6.318968114,6.993015123,9.999258886,9.423191134
194,active,plausible,The meteorologist displeased the percussionist.,The percussionist displeased the meteorologist.,AAR,6.993015123,6.318968114,9.999258886,9.423191134
195,active,plausible,The go-between belittled the defendant.,The go-between belittled the defendant.,AAR,0,10.22553482,9.179007449,8.351374707
195,active,plausible,The defendant belittled the go-between.,The go-between belittled the defendant.,AAR,10.22553482,0,9.179007449,8.351374707
196,active,plausible,The intermediary deprecated the felon.,The intermediary deprecated the felon.,AAR,7.358830898,9.514215624,10.59520618,10.28349809
196,active,plausible,The felon deprecated the intermediary.,The intermediary deprecated the felon.,AAR,9.514215624,7.358830898,10.59520618,10.28349809
197,active,plausible,The valet entertained the envoy.,The valet entertained the envoy.,AAR,9.465215121,9.774005095,11.29409433,10.10242038
197,active,plausible,The envoy entertained the valet.,The valet entertained the envoy.,AAR,9.774005095,9.465215121,11.29409433,10.10242038
198,active,plausible,The manservant amused the emissary.,The manservant amused the emissary.,AAR,6.91274282,6.935370446,10.08452326,10.18229284
198,active,plausible,The emissary amused the manservant.,The manservant amused the emissary.,AAR,6.935370446,6.91274282,10.08452326,10.18229284
199,active,plausible,The acrobat pushed the stranger.,The acrobat pushed the stranger.,AAR,8.234299636,9.314700387,10.7864453,10.11585323
199,active,plausible,The stranger pushed the acrobat.,The acrobat pushed the stranger.,AAR,9.314700387,8.234299636,10.7864453,10.11585323
200,active,plausible,The gymnast shoved the outsider.,The gymnast shoved the outsider.,AAR,8.588210679,8.498621806,10.53660525,9.692828248
200,active,plausible,The outsider shoved the gymnast.,The gymnast shoved the outsider.,AAR,8.498621806,8.588210679,10.53660525,9.692828248
201,active,plausible,The benefactor calmed the architect.,The benefactor calmed the architect.,AAR,8.47470314,10.1363834,10.86426556,10.17087763
201,active,plausible,The architect calmed the benefactor.,The benefactor calmed the architect.,AAR,10.1363834,8.47470314,10.86426556,10.17087763
202,active,plausible,The patron soothed the draftsman.,The patron soothed the draftsman.,AAR,10.64444823,7.17395832,10.79983006,9.841558956
202,active,plausible,The draftsman soothed the patron.,The patron soothed the draftsman.,AAR,7.17395832,10.64444823,10.79983006,9.841558956
203,active,plausible,The therapist lauded the hairdresser.,The therapist lauded the hairdresser.,AAR,7.752335163,7.224753406,10.197679,11.19128667
203,active,plausible,The hairdresser lauded the therapist.,The therapist lauded the hairdresser.,AAR,7.224753406,7.752335163,10.197679,11.19128667
204,active,plausible,The psychologist extolled the hairstylist.,The psychologist extolled the hairstylist.,AAR,8.171882006,5.905361848,10.0618063,9.492054673
204,active,plausible,The hairstylist extolled the psychologist.,The psychologist extolled the hairstylist.,AAR,5.905361848,8.171882006,10.0618063,9.492054673
205,active,plausible,The nobleman married the baroness.,The nobleman married the baroness.,AAR,7.781973234,7.288927695,10.78974915,11.20725592
205,active,plausible,The baroness married the nobleman.,The nobleman married the baroness.,AAR,7.288927695,7.781973234,10.78974915,11.20725592
206,active,plausible,The aristocrat wed the countess.,The aristocrat wed the countess.,AAR,9.320628726,7.709756864,11.49695553,10.96075688
206,active,plausible,The countess wed the aristocrat.,The aristocrat wed the countess.,AAR,7.709756864,9.320628726,11.49695553,10.96075688
207,active,plausible,The actuary assuaged the creditor.,The actuary assuaged the creditor.,AAR,6.985641818,10.12834963,10.60811334,8.675392806
207,active,plausible,The creditor assuaged the actuary.,The actuary assuaged the creditor.,AAR,10.12834963,6.985641818,10.60811334,8.675392806
208,active,plausible,The analyst relieved the investor.,The analyst relieved the investor.,AAR,8.111928063,9.042276687,10.86597228,9.476390144
208,active,plausible,The investor relieved the analyst.,The analyst relieved the investor.,AAR,9.042276687,8.111928063,10.86597228,9.476390144
209,active,plausible,The sailor frightened the psychic.,The sailor frightened the psychic.,AAR,9.165238398,8.243282523,10.90210611,8.890410552
209,active,plausible,The psychic frightened the sailor.,The sailor frightened the psychic.,AAR,8.243282523,9.165238398,10.90210611,8.890410552
210,active,plausible,The mariner scared the fortune-teller.,The mariner scared the fortune-teller.,AAR,8.511376306,0,9.189261407,9.477079667
210,active,plausible,The fortune-teller scared the mariner.,The mariner scared the fortune-teller.,AAR,0,8.511376306,9.189261407,9.477079667
211,active,plausible,The assistant flattered the auditor.,The assistant flattered the auditor.,AAR,9.145588495,9.733707027,11.06551391,9.824390231
211,active,plausible,The auditor flattered the assistant.,The assistant flattered the auditor.,AAR,9.733707027,9.145588495,11.06551391,9.824390231
212,active,plausible,The helper complimented the appraiser.,The helper complimented the appraiser.,AAR,8.199464198,7.6118424,10.35483841,9.09907356
212,active,plausible,The appraiser complimented the helper.,The helper complimented the appraiser.,AAR,7.6118424,8.199464198,10.35483841,9.09907356
213,active,plausible,The immigrant believed the trooper.,The immigrant believed the trooper.,AAR,9.256746745,7.425357887,11.0213526,10.76214917
213,active,plausible,The trooper believed the immigrant.,The immigrant believed the trooper.,AAR,7.425357887,9.256746745,11.0213526,10.76214917
214,active,plausible,The foreigner trusted the patrolman.,The foreigner trusted the patrolman.,AAR,9.147932912,5.726847748,10.44502452,11.21439813
214,active,plausible,The patrolman trusted the foreigner.,The foreigner trusted the patrolman.,AAR,5.726847748,9.147932912,10.44502452,11.21439813
215,active,plausible,The mapmaker affronted the farmer.,The mapmaker affronted the farmer.,AAR,6.473890696,10.00106788,10.58973394,9.184714824
215,active,plausible,The farmer affronted the mapmaker.,The mapmaker affronted the farmer.,AAR,10.00106788,6.473890696,10.58973394,9.184714824
216,active,plausible,The cartographer insulted the rancher.,The cartographer insulted the rancher.,AAR,6.74051936,8.747510946,10.41081747,9.900182096
216,active,plausible,The rancher insulted the cartographer.,The cartographer insulted the rancher.,AAR,8.747510946,6.74051936,10.41081747,9.900182096
217,active,plausible,The poet awed the entertainer.,The poet awed the entertainer.,AAR,11.49556565,7.581209826,11.13994164,10.38819505
217,active,plausible,The entertainer awed the poet.,The poet awed the entertainer.,AAR,7.581209826,11.49556565,11.13994164,10.38819505
218,active,plausible,The lyricist dazzled the performer.,The lyricist dazzled the performer.,AAR,6.673297968,8.007700013,10.17945259,8.908288886
218,active,plausible,The performer dazzled the lyricist.,The lyricist dazzled the performer.,AAR,8.007700013,6.673297968,10.17945259,8.908288886
219,active,plausible,The peddler tested the manager.,The peddler tested the manager.,AAR,7.481555702,9.830325287,11.103721,12.38000074
219,active,plausible,The manager tested the peddler.,The peddler tested the manager.,AAR,9.830325287,7.481555702,11.103721,12.38000074
220,active,plausible,The traveling salesman challenged the executive.,The traveling salesman challenged the executive.,AAR,6.025865974,9.390409394,10.43917064,10.02769436
220,active,plausible,The executive challenged the traveling salesman.,The traveling salesman challenged the executive.,AAR,9.390409394,6.025865974,10.43917064,10.02769436
221,active,plausible,The musician admired the diva.,The musician admired the diva.,AAR,8.565983356,10.10250233,11.15558238,11.17061824
221,active,plausible,The diva admired the musician.,The musician admired the diva.,AAR,10.10250233,8.565983356,11.15558238,11.17061824
222,active,plausible,The instrumentalist adored the prima donna.,The instrumentalist adored the prima donna.,AAR,7.193685818,7.185387016,10.67141978,11.25493164
222,active,plausible,The prima donna adored the instrumentalist.,The instrumentalist adored the prima donna.,AAR,7.185387016,7.193685818,10.67141978,11.25493164
223,active,plausible,The general welcomed the hero.,The general welcomed the hero.,AAR,11.58818135,11.10339209,11.81332398,9.540147589
223,active,plausible,The hero welcomed the general.,The general welcomed the hero.,AAR,11.10339209,11.58818135,11.81332398,9.540147589
224,active,plausible,The commander greeted the champion.,The commander greeted the champion.,AAR,9.650528916,8.623713035,10.79609664,9.290259995
224,active,plausible,The champion greeted the commander.,The commander greeted the champion.,AAR,8.623713035,9.650528916,10.79609664,9.290259995
225,active,plausible,The cobbler disdained the stonecutter.,The cobbler disdained the stonecutter.,AAR,7.557994959,6.720220155,10.09623092,9.230437074
225,active,plausible,The stonecutter disdained the cobbler.,The cobbler disdained the stonecutter.,AAR,6.720220155,7.557994959,10.09623092,9.230437074
226,active,plausible,The shoemaker scorned the mason.,The shoemaker scorned the mason.,AAR,7.598900457,9.228671329,10.6517042,9.824877152
226,active,plausible,The mason scorned the shoemaker.,The shoemaker scorned the mason.,AAR,9.228671329,7.598900457,10.6517042,9.824877152
227,active,plausible,The postman noticed the chaplain.,The postman noticed the chaplain.,AAR,7.431891917,8.605936401,10.78393726,10.74330752
227,active,plausible,The chaplain noticed the postman.,The postman noticed the chaplain.,AAR,8.605936401,7.431891917,10.78393726,10.74330752
228,active,plausible,The mailman saw the minister.,The mailman saw the minister.,AAR,6.426488457,10.59605957,11.51594147,11.06352414
